_u800_Bio_Intro,_u1m1_Inro-to_Bio_what-is-life_v3rev1,"Biology is the scientific study of life and is the branch of science that studies living organisms and the way organisms interact with their environments _ The subject is vast and includes topics as diverse as acid rain, evolution, and genetically modified foods _ In this module, you will investigate the definition of life and explore some of the characteristics of living systems _ "
_u800_Bio_Intro,_u1m1_Inro-to_Bio_what-is-life_v3rev2,"There are five distinct qualities used to determine whether or not something is (or was) alive _ A living organism is something that displays all these qualities _ To be considered alive, something must: "
_u800_Bio_Intro,_u1m1_Inro-to_Bio_what-is-life_v3rev3," Be made of materials organized in a hierarchical pattern _ Use energy and raw materials to survive _ Sense and respond to changing environments and maintain internal stability, or homeostasis _ Grow, develop and reproduce with the help of DNA _ Evolve _ "
_u800_Bio_Intro,_u1m1_Inro-to_Bio_what-is-life_v3rev4,"The cell is the smallest unit that displays all of these characteristics _ Because of this, living organisms are often identified based on whether or not they are made of cells _ Nonliving things can show several of these characteristics _ For example, a rock crystal can “grow” in a simple fashion _ However, if even one of these conditions is not met (rock crystals do not reproduce with help from DNA), the object in question cannot be considered alive."
_u800_Bio_Intro,_u1m1_Inro-to_Bio_what-is-life_v3rev5,"Matter is any substance that has mass and takes up space _ All matter can be classified in one of two categories: biotic (living) or abiotic (nonliving) _ Matter is considered biotic if it was ever alive at some point in time _ In this sense, a dead human buried underground in a wooden coffin is still biotic, as is the wood used to make the coffin (the wood came from a tree that was once alive) _ However, not everything within, or made by, a biotic organism is biotic _ For example, urea, a chemical component of urine, is an abiotic substance."
_u800_Bio_Intro,_u1m1_Inro-to_Bio_what-is-life_v3rev6,"To be classified as biotic, all of the required conditions for life must be met or have been met in the past _ Otherwise, the matter being classified is considered to be abiotic, or nonliving."
_u800_Bio_Intro,ccbio_definitions1, The following is the list of terms defined in UNIT 1 of this course.
_u800_Bio_Intro,ccbio_definitions2,"An ion is an atom or a molecule that carries a charge _ Negatively charged ions, called anions, form when a neutral molecule or atom gains one or more electrons _ Positively charged ions, called cations, form when a neutral molecule or atom looses one or more electrons."
_u800_Bio_Intro,ccbio_definitions3,Ionic bonds are interactions between oppositely charged ions _ An ionic bond forms due to an attraction between a positive and a negative ion _ No electron sharing occurs in the ionic bond _ 
_u800_Bio_Intro,ccbio_definitions4,"An adjective that describes materials that are considered nonliving _ Rocks, air, and ice are abiotic _ "
_u800_Bio_Intro,ccbio_definitions5,The basic unit of matter that cannot be further broken down without losing its unique properties _ One atom consists of a dense nucleus surrounded by a cloud of electrons _ The diagram below represents an atom of carbon _ 
_u800_Bio_Intro,ccbio_definitions6," The scientific study of life _ Biology is a vast subject divided into many branches or subdivisions representing areas of specialization _ Branches of biology include: anatomy, biochemistry, ecology, evolution, genetics, immunology, physiology, and many more."
_u800_Bio_Intro,ccbio_definitions7,"All areas on, within, and around the planet Earth that are capable of supporting life."
_u800_Bio_Intro,ccbio_definitions8,"An adjective that describes living organisms or their remains _ Common characteristics of biotic (living) things are that they use energy and raw materials to grow, sense and respond to changing environments; they reproduce; and they consist of one or more cells."
