a2_Amino_Acids1_enz_1b,cluster64
a2_Amino_Acids1_enz_2,cluster64
a2_Amino_Acids1_enz_3,cluster64
a2_Amino_Acids1_enz_4,cluster64
a2_Amino_Acids1_enz_5,cluster17
a2_Amino_Acids1_enz_6r,cluster64
a2_Amino_Acids1_enz_7b,cluster64
a2_Atom_molecules-1_at_q1,cluster54
a2_Atom_molecules-1_at_q2,cluster19
a2_Atom_molecules-1_at_q3,cluster56
a2_Atom_molecules-1_at_q4,cluster31
a2_Atoms1_Atoms1_s1_q1,cluster56
a2_Atoms1_Atoms1_s1_q2,cluster17
a2_Atoms1_Atoms1_s1_q3,cluster54
a2_Atoms1_Atoms1_s1_q4,cluster17
a2_Atoms1_Atoms1_s1_q5,cluster19
a2_atoms_only_q1,cluster56
a2_atoms_only_q2,cluster17
a2_atoms_only_q3,cluster37
a2_atoms_only_q4,cluster54
a2_atoms_only_q6,cluster56
a2_atoms_only_q7,cluster56
a2_bonding_only_bonding_only_s1_q1,cluster17
a2_bonding_only_bonding_only_s1_q2,cluster54
a2_bonding_only_bonding_only_s1_q3,cluster56
a2_Carbohydrates1_enz_10,cluster57
a2_Carbohydrates1_enz_1c,cluster49
a2_Carbohydrates1_enz_2c,cluster48
a2_Carbohydrates1_enz_3c,cluster48
a2_Carbohydrates1_enz_4c,cluster49
a2_Carbohydrates1_enz_5c,cluster38
a2_Carbohydrates1_enz_6,cluster39
a2_Carbohydrates1_enz_7,cluster57
a2_Carbohydrates1_enz_8,cluster49
a2_Carbohydrates1_enz_9,cluster15
a2_digit-DNA-replication_R03,cluster39
a2_digit-DNA-replication_R06,cluster39
a2_digit-DNA-replication_R07,cluster39
a2_digit-DNA-replication_R08,cluster39
a2_digit-DNA-replication_R09,cluster39
a2_digit-DNA-replication_R10,cluster39
a2_digit-DNA-replication_R11,cluster8
a2_digit-DNA-replication_R12,cluster39
a2_digit-DNA-structure01_D01,cluster0
a2_digit-DNA-structure01_D02,cluster33
a2_digit-DNA-structure01_D03,cluster39
a2_digit-DNA-structure01_D04,cluster39
a2_digit-DNA-structure01_D05,cluster39
a2_digit-DNA-structure01_D06,cluster39
a2_digit-DNA-structure01_D07,cluster28
a2_digit-DNA-structure01_D08,cluster32
a2_digit-DNA-structure01_D09,cluster28
a2_digit-DNA-structure01_D10,cluster39
a2_digit-intrometabolism_intro_met_01,cluster15
a2_digit-intrometabolism_intro_met_02,cluster15
a2_digit-intrometabolism_intro_met_03,cluster15
a2_digit-metabolism-regulation_metab-regul-01,cluster15
a2_digit-metabolism-regulation_metab-regul-02,cluster15
a2_digit-metabolism-regulation_metab-regul-03,cluster29
a2_digit-metabolism-regulation_metab-regul-04,cluster29
a2_digit-metabolism-regulation_metab-regul-05,cluster12
a2_digit-metabolism_coupling_meta_coupling_01,cluster7
a2_digit-metabolism_coupling_meta_coupling_02,cluster30
a2_digit-metabolism_coupling_meta_coupling_03,cluster30
a2_digit-metabolism_energy_metab-energy_01,cluster30
a2_digit-metabolism_energy_metab-energy_02,cluster30
a2_digit-metabolism_energy_metab-energy_03,cluster22
a2_digit-metabolism_energy_metab-energy_04,cluster27
a2_digit-metabolism_enom_metab_enom_01,cluster6
a2_digit-metabolism_enom_metab_enom_02,cluster29
a2_digit-metabolism_enom_metab_enom_03,cluster29
a2_digit-metabolism_enom_metab_enom_04,cluster29
a2_digit-metabolism_enom_metab_enom_05,cluster12
a2_digit-metabolism_etrans_atp_meta_etrans_atp_01,cluster27
a2_digit-metabolism_etrans_atp_meta_etrans_atp_02,cluster45
a2_digit-metabolism_etrans_atp_meta_etrans_atp_03,cluster4
a2_digit-metabolism_etrans_atp_meta_etrans_atp_04,cluster30
a2_digit-metabolism_etrans_atp_meta_etrans_atp_05,cluster27
a2_digit-metabolism_glycolysis_metab-glyco_01,cluster57
a2_digit-metabolism_glycolysis_metab-glyco_02,cluster29
a2_digit-metabolism_glycolysis_metab-glyco_03,cluster30
a2_digit-metabolism_glycolysis_metab-glyco_04,cluster57
a2_digit-metabolism_glycolysis_metab-glyco_05,cluster57
a2_digit-metabolism_glycolysis_metab-glyco_06,cluster4
a2_digit-metabolism_int_1_hormone_meta_int_1_hormone_01,cluster52
a2_digit-metabolism_int_1_hormone_meta_int_1_hormone_02,cluster11
a2_digit-metabolism_int_1_hormone_meta_int_1_hormone_03,cluster12
a2_digit-metabolism_int_4_gg_meta-integrated-4-g-g_01,cluster29
a2_digit-metabolism_int_4_gg_meta-integrated-4-g-g_02,cluster12
a2_digit-metabolism_int_4_gg_meta-integrated-4-g-g_03,cluster57
a2_digit-metabolism_int_4_gg_meta-integrated-4-g-g_04,cluster7
a2_digit-metabolism_int_met_5_obese_meta-int-met-5-obese_01,cluster42
a2_digit-metabolism_int_met_5_obese_meta-int-met-5-obese_02,cluster64
a2_digit-metabolism_int_met_5_obese_meta-int-met-5-obese_03,cluster15
a2_digit-metabolism_int_met_5_obese_meta-int-met-5-obese_04,cluster42
a2_digit-metabolism_integrated_2_glycogen_meta-integrated-2-glycogen,cluster57
a2_digit-metabolism_integrated_2_glycogen_meta-integrated-2-glycogen_01,cluster49
a2_digit-metabolism_integrated_2_glycogen_meta-integrated-2-glycogen_02,cluster57
a2_digit-metabolism_integrated_2_glycogen_meta-integrated-2-glycogen_04,cluster57
a2_digit-metabolism_integrated_3_gluconeogenesis_meta-integrated-3-gluconeogensis_01,cluster15
a2_digit-metabolism_integrated_3_gluconeogenesis_meta-integrated-3-gluconeogensis_02,cluster15
a2_digit-metabolism_integrated_3_gluconeogenesis_meta-integrated-3-gluconeogensis_03,cluster38
a2_digit-metabolism_intro_metabolism_intro_01,cluster57
a2_digit-metabolism_intro_metabolism_intro_02,cluster57
a2_digit-metabolism_intro_metabolism_intro_03,cluster11
a2_digit-metabolism_intro_metabolism_intro_04,cluster25
a2_digit-metabolism_intro_metabolism_intro_05,cluster42
a2_digit-metabolism_pathway_intro_met_01,cluster15
a2_digit-metabolism_pathway_intro_met_02,cluster15
a2_digit-metabolism_pathway_intro_met_03,cluster15
a2_digit-metabolism_redox_metab_redox_01,cluster45
a2_digit-metabolism_redox_metab_redox_02,cluster45
a2_digit-metabolism_redox_metab_redox_03,cluster12
a2_digit-metabolism_redox_metab_redox_04,cluster22
a2_digit-metabolism_redox_metab_redox_05,cluster42
a2_digit-metabolism_tca_metab_tca_01,cluster4
a2_digit-metabolism_tca_metab_tca_02,cluster42
a2_digit-metabolism_tca_metab_tca_03,cluster27
a2_digit-metabolism_tca_metab_tca_04,cluster45
a2_digit-metabolism_tca_metab_tca_05,cluster42
a2_digit-metabolism_thermo_metab-thermo_01,cluster63
a2_digit-metabolism_thermo_metab-thermo_02,cluster63
a2_digit-metabolism_thermo_metab-thermo_03,cluster63
a2_digit-metabolism_thermo_metab-thermo_04,cluster63
a2_digit-posttranscription_01_PT01,cluster39
a2_digit-posttranscription_01_PT02,cluster32
a2_digit-posttranscription_01_PT03,cluster32
a2_digit-posttranscription_01_PT04,cluster39
a2_digit-posttranscription_01_PT05,cluster32
a2_digit-Protein-Synthesis_PS01,cluster64
a2_digit-Protein-Synthesis_PS02,cluster32
a2_digit-Protein-Synthesis_PS03,cluster64
a2_digit-Protein-Synthesis_PS04,cluster53
a2_digit-Protein-Synthesis_PS05,cluster41
a2_digit-Protein-Synthesis_PS06,cluster53
a2_digit-Protein-Synthesis_PS07,cluster56
a2_digit-Protein-Synthesis_PS08,cluster52
a2_digit-Protein-Synthesis_PS09,cluster32
a2_digit-Replication00_R03,cluster39
a2_digit-Replication00_R06,cluster39
a2_digit-Replication00_R07,cluster39
a2_digit-Replication00_R08,cluster39
a2_digit-Replication00_R09,cluster39
a2_digit-Replication00_R10,cluster39
a2_digit-Replication00_R11,cluster8
a2_digit-Replication00_R12,cluster39
a2_digit-Replication01_Replication-01,cluster39
a2_digit-Replication01_Replication-02,cluster39
a2_digit-Replication01_Replication-03,cluster39
a2_digit-Replication01_Replication-04,cluster39
a2_digit-Replication01_Replication-05,cluster39
a2_digit-Replication01_Replication-06,cluster39
a2_digit-Replication01_Replication-07,cluster39
a2_digit-Replication02_Challenges-01,cluster39
a2_digit-Replication02_Challenges-02,cluster39
a2_digit-Replication02_Challenges-03,cluster39
a2_digit-Replication02_Challenges-04,cluster39
a2_digit-Replication02_Challenges-05,cluster39
a2_digit-Replication02_Challenges-06,cluster39
a2_digit-transcription01_Tr01,cluster39
a2_digit-transcription01_Tr03,cluster39
a2_digit-transcription01_Tr04,cluster32
a2_digit-transcription01_Tr05,cluster29
a2_digit-transcription01_Tr06,cluster32
a2_digit_Enzymes_1_Enzymes1_q0,cluster29
a2_digit_Enzymes_1_Enzymes1_q1,cluster6
a2_digit_Enzymes_2_enzymes2_q0,cluster29
a2_digit_Enzymes_2_enzymes2_q1,cluster29
a2_digit_Enzymes_2_enzymes2_q2,cluster29
a2_Elect01MB_elect-MB-01,cluster46
a2_Elect01MB_elect-MB-02,cluster64
a2_Elect01MB_elect-MB-03,cluster46
a2_Elect01MB_elect-MB-04,cluster46
a2_Endocytosis_SignalTrans_digt_endocytosis-001,cluster38
a2_Endocytosis_SignalTrans_digt_endocytosis-002,cluster13
a2_Endocytosis_SignalTrans_digt_endocytosis-003,cluster53
a2_Endocytosis_SignalTrans_digt_endocytosis-004,cluster52
a2_Endocytosis_SignalTrans_digt_endocytosis-005,cluster8
a2_Endocytosis_SignalTrans_digt_endocytosis-006,cluster12
a2_Endocytosis_SignalTrans_digt_endocytosis-007,cluster69
a2_FacilitatedDiff_ActiveTrans_faciliated-02,cluster1
a2_FacilitatedDiff_ActiveTrans_faciliated-03,cluster1
a2_FacilitatedDiff_ActiveTrans_facilitated-01,cluster52
a2_FacilitatedDiff_ActiveTrans_facilitated-04,cluster1
a2_FacilitatedDiff_ActiveTrans_facilitated-05,cluster52
a2_FacilitatedDiff_ActiveTrans_facilitated-06,cluster1
a2_FacilitatedDiff_ActiveTrans_facilitated-07,cluster1
a2_func_groups_func_groups_s1_q1,cluster0
a2_func_groups_func_groups_s1_q2,cluster14
a2_func_groups_func_groups_s1_q3,cluster0
a2_lipids-MB_lipid-MB-01,cluster42
a2_lipids-MB_lipid-MB-02,cluster42
a2_lipids-MB_lipid-MB-03,cluster30
a2_lipids-MB_lipid-MB-04,cluster52
a2_lipids-MB_lipid-MB-05,cluster42
a2_lipids-MB_lipid-MB-06,cluster38
a2_lipids-MB_lipid-MB-07,cluster12
a2_lipids-MB_lipid-MB-08,cluster42
a2_lipids-MB_lipid-MB-09,cluster49
a2_lipids-MB_lipid-MB-10,cluster42
a2_lipids-MB_lipid-MB-11,cluster56
a2_membranes-MB_membrane-MB-01,cluster38
a2_membranes-MB_membrane-MB-02,cluster52
a2_membranes-MB_membrane-MB-03,cluster10
a2_membranes-MB_membrane-MB-04,cluster11
a2_membranes-MB_membrane-MB-05,cluster52
a2_ph_basic_ph_basic_q1,cluster46
a2_ph_basic_ph_basic_q3,cluster46
a2_ph_basic_ph_basic_q4,cluster46
a2_ph_buffers_1_ph_buf_q1,cluster46
a2_ph_buffers_1_ph_buf_q2,cluster64
a2_ph_buffers_1_ph_buf_q3,cluster46
a2_ph_buffers_1_ph_buf_q4,cluster46
a2_ph_buffers_1_ph_buf_q5,cluster64
a2_pH_pH_s1_q1,cluster54
a2_pH_pH_s1_q2,cluster46
a2_pH_pH_s1_q3,cluster46
a2_pH_pH_s1_q4,cluster64
a2_pH_pH_s1_q6,cluster64
a2_Protein_Structure1_ps1,cluster17
a2_Protein_Structure1_ps10,cluster17
a2_Protein_Structure1_ps2,cluster17
a2_Protein_Structure1_ps3,cluster53
a2_Protein_Structure1_ps4,cluster14
a2_Protein_Structure1_ps5,cluster53
a2_Protein_Structure1_ps6,cluster17
a2_Protein_Structure1_ps7,cluster53
a2_Protein_Structure1_ps8,cluster64
a2_Protein_Structure1_ps9,cluster11
a2_SimpleDiffusion_Osmosis_osmosis-01,cluster52
a2_SimpleDiffusion_Osmosis_osmosis-02,cluster52
a2_SimpleDiffusion_Osmosis_osmosis-03,cluster29
a2_SimpleDiffusion_Osmosis_osmosis-04,cluster52
a2_SimpleDiffusion_Osmosis_osmosis-06,cluster58
a2_SimpleDiffusion_Osmosis_osmosis-07,cluster7
a2_SimpleDiffusion_Osmosis_osmosis-09,cluster58
a2_water_only_water_only_s1_q1,cluster58
a2_water_only_water_only_s1_q2,cluster58
a2_water_only_water_only_s1_q3,cluster58
a2_water_only_water_only_s1_q4,cluster58
a2_water_only_water_only_s1_q5,cluster45
mcq_01_mcq_01_q01,cluster14
mcq_01_mcq_01_q02,cluster19
